Selected,Pass_Criteria,Filename,Disc#,Grain#,ED,ED_Err,N.Signal,BG.signal,MCarlo_Cycles,Test_Signal,BG.T_Signal,TD_Err,Test_Dose,Test_Signal_Change,Residual_Signal,RR1,RR_Err1,RR2,RR_Err2,RR3,RR_Err3,RR4,RR_Err4,RR5,RR_Err5,Recup1,Recup_Err1,Recup2,Recup_Err2,Recup3,Recup_Err3,Recup4,Recup_Err4,Recup5,Recup_Err5,Sig1,Sig2,BG1,BG2,Ln/Tn,Ln/Tn_err,Fit,Options,R_Chi_Sq,Param1,Error1,Param2,Error2,Param3,Error3,Param4,Error4,Param5,Error5,Param6,Error6,Param7,Error7,Dose_Rate,DR_Error,ED_in_Gy,ROI X1,ROI Y1,ROI X2,ROI Y2,UseLxTx01,Dose01,LSig01,LBG01,TSig01,TBG01,LxTx01,Unc01,UseLxTx02,Dose02,LSig02,LBG02,TSig02,TBG02,LxTx02,Unc02,UseLxTx03,Dose03,LSig03,LBG03,TSig03,TBG03,LxTx03,Unc03,UseLxTx04,Dose04,LSig04,LBG04,TSig04,TBG04,LxTx04,Unc04,UseLxTx05,Dose05,LSig05,LBG05,TSig05,TBG05,LxTx05,Unc05,UseLxTx06,Dose06,LSig06,LBG06,TSig06,TBG06,LxTx06,Unc06,UseLxTx07,Dose07,LSig07,LBG07,TSig07,TBG07,LxTx07,Unc07,UseLxTx08,Dose08,LSig08,LBG08,TSig08,TBG08,LxTx08,Unc08,UseLxTx09,Dose09,LSig09,LBG09,TSig09,TBG09,LxTx09,Unc09,UseLxTx10,Dose10,LSig10,LBG10,TSig10,TBG10,LxTx10,Unc10,UseLxTx11,Dose11,LSig11,LBG11,TSig11,TBG11,LxTx11,Unc11,UseLxTx12,Dose12,LSig12,LBG12,TSig12,TBG12,LxTx12,Unc12,UseLxTx13,Dose13,LSig13,LBG13,TSig13,TBG13,LxTx13,Unc13,UseLxTx14,Dose14,LSig14,LBG14,TSig14,TBG14,LxTx14,Unc14,UseLxTx15,Dose15,LSig15,LBG15,TSig15,TBG15,LxTx15,Unc15
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,28,848.1818848,61.76742554,16027,888,0,1814,332.2999878,3.065582514,50,0.362183034,207,1.057241201,0.099547356,0.943101943,0.087133184,0.857630253,0.078741066,0.892040491,0.089739002,0,0,1.234298348,0.349075586,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,10.21731758,0.486006647,4,18,2.14790225,25.20687485,1.767133951,1648.038818,167.8717041,8.418958664,2.374149799,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,5334,423.75,849,174.75,7.2830019,0.439439595,TRUE,1000,7748,604.5,881,204,10.55169868,0.638943434,TRUE,2000,15732,1077,1181,305.25,16.73518372,0.941592932,TRUE,4000,30086,1847.25,1662,495,24.19768715,1.276397467,TRUE,0,207,141.75,643,126,0.126112178,0.035158068,TRUE,500,3866,381.75,619,166.5,7.69988966,0.556581497,TRUE,500,3649,355.5,637,157.5,6.868613243,0.480570942,TRUE,500,3447,345.75,657,160.5,6.246122837,0.432242185,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,30,213.6811523,69.608284,416,169.5,0,170,93.80000305,20.34544182,50,1.676470637,146,1.657642126,0.370593846,1.200763702,0.239453718,1.151304007,0.230129197,0.724380553,0.156872705,0,0,13.0904932,4.938000679,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,3.234908342,0.734703302,4,18,1.052268267,15.81100559,1.33590579,1058.001953,170.4574432,28.4851284,9.685977936,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,929,231.75,238,105,5.242105007,0.767309487,TRUE,1000,1992,433.5,281,142.5,11.25270748,1.685071349,TRUE,2000,4240,775.5,465,211.5,13.66666698,1.456387401,TRUE,4000,8415,1481.25,825,370.5,15.25566578,1.256822944,TRUE,0,146,91.5,218,89.25,0.423465431,0.12754187,TRUE,500,1288,300,239,125.25,8.689534187,1.468420863,TRUE,500,1285,295.5,287,129.75,6.294529438,0.852485716,TRUE,500,1210,268.5,285,129,6.035256386,0.821523488,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,31,234.8100281,13.36082458,8398,408,0,2330,156,2.275398493,50,1.464806914,1234,0.960105538,0.056352727,0.933541059,0.054731034,0.950373054,0.055761028,0.972331703,0.056176897,0,0,10.17677689,0.716889858,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,3.675252914,0.16037266,4,18,0.401310474,20.54381943,0.858144522,1313.881836,82.93528748,24.16038704,1.572175622,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,18316,595.5,2723,222.75,7.087633133,0.298362613,TRUE,1000,35974,1128.75,3539,321.75,10.83090878,0.439361691,TRUE,2000,69920,2017.5,4732,513.75,16.09750557,0.634391665,TRUE,4000,127200,3584.25,7165,897.75,19.72423172,0.75316143,TRUE,0,1234,225,2946,248.25,0.374022305,0.020683911,TRUE,500,22023,753,3422,296.25,6.804875851,0.278329313,TRUE,500,21837,715.5,3493,300.75,6.616596699,0.269992262,TRUE,500,21846,761.25,3413,282.75,6.735895634,0.275299817,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,32,129.7754364,54.65507507,674,458.2999878,0,184,90,16.87101173,50,1.652173877,96,0.850996435,0.16365239,0.969588161,0.191300005,0.800213218,0.152867198,1.139356256,0.186534777,0,0,10.33005142,4.187746525,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,2.294681072,0.52118665,4,18,1.482266307,20.48524857,2.250922441,1211.723267,211.0137482,14.17914009,5.051201344,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1198,215.25,234,113.25,8.141674042,1.275741339,TRUE,1000,2387,510,262,140.25,15.423172,2.526311159,TRUE,2000,4664,833.25,467,201.75,14.44457054,1.473234177,TRUE,4000,8081,1445.25,605,301.5,21.86392021,2.238367796,TRUE,0,96,58.5,240,81.75,0.237041727,0.079597168,TRUE,500,1664,287.25,315,116.25,6.928535461,0.772439539,TRUE,500,1630,258.75,284,110.25,7.894070625,0.946458399,TRUE,500,1541,244.5,304,105,6.515075207,0.711934566,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,35,1039.45813,184.1813965,4485,1239,0,548,235.5,8.614034653,50,0.808394134,238,1.045428514,0.172402978,0.993979096,0.15987654,1.28627193,0.239877149,0.950786352,0.159326851,0,0,4.731488228,1.096921563,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,10.38720036,0.995439351,4,18,0.885663688,16.69650459,1.408987641,1102.264404,169.6570282,33.23667145,8.06131649,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,2440,852,474,221.25,6.284131527,0.702388763,TRUE,1000,4356,1581.75,562,291.75,10.26720905,1.155484796,TRUE,2000,8614,3047.25,861,420.75,12.64584255,1.107770562,TRUE,4000,15627,5109,1298,696,17.4717617,1.402963042,TRUE,0,238,134.25,391,180,0.491469175,0.103749067,TRUE,500,2505,905.25,518,274.5,6.569610119,0.796598732,TRUE,500,2390,830.25,495,245.25,6.246295452,0.722471714,TRUE,500,2323,864,443,262.5,8.083102226,1.206676602,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,44,851.7855225,65.16067505,87991,2083.5,0,13263,720.7999878,0.936747313,50,1.010631084,6278,1.019677162,0.053085804,1.000394344,0.052079916,1.007744789,0.05248085,0.981089234,0.051035017,0,0,8.112688065,0.439725637,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,6.849476337,0.251655012,4,18,0.350146472,9.754553795,0.288420111,739.0722656,42.3601532,43.39299393,2.429043293,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,63508,1783.5,12818,671.25,5.081585884,0.187214166,TRUE,1000,120557,3295.5,17649,1170,7.115814209,0.259231597,TRUE,2000,222405,5788.5,25663,1728,9.050198555,0.326546758,TRUE,4000,358960,9309.75,37893,2616.75,9.911787987,0.355309725,TRUE,0,6278,770.25,10535,623.25,0.555676639,0.02214353,TRUE,500,68199,1923,13636,845.25,5.181577206,0.190600231,TRUE,500,67142,1995.75,13628,813,5.083589554,0.186981454,TRUE,500,66383,1917,13404,815.25,5.120941639,0.18848674,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,45,224.6459198,39.48957062,739,176.3000031,0,276,87,9.774049759,50,1.398550749,140,0.879621208,0.136624575,1.032450676,0.166299537,0.943882585,0.152105302,1.173744678,0.155758187,0,0,6.580732822,2.124707699,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,2.977248669,0.346625775,4,18,1.960453868,13.92257118,1.004354,993.6530762,127.175087,14.38543987,4.508869171,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1307,225.75,300,129.75,6.352526665,0.809287071,TRUE,1000,2690,361.5,458,141,7.345426083,0.632142365,TRUE,2000,5204,726.75,590,234.75,12.60472965,1.099499106,TRUE,4000,9114,1203.75,894,333.75,14.12031364,1.004088044,TRUE,0,140,90,349,93.75,0.195924774,0.059001975,TRUE,500,1901,249.75,420,124.5,5.587817192,0.496504426,TRUE,500,1889,251.25,381,131.25,6.558670521,0.646440983,TRUE,500,1781,267,386,133.5,5.996039391,0.591730058,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,49,260.0923462,78.13134003,587,283.5,0,176,98.30000305,20.33808327,50,1.227272749,109,1.033014059,0.460513502,0.716802061,0.288573265,0.678550005,0.27717641,0.693893731,0.229220569,0,0,2.467247248,4.007462978,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,3.906049013,0.884655416,4,18,0.421932399,15.94045734,2.14825058,946.2835083,243.3852997,5.763497829,9.405207634,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,662,251.25,169,122.25,8.79443264,3.119755507,TRUE,1000,1404,454.5,229,143.25,11.07934666,2.452484846,TRUE,2000,2631,765.75,353,211.5,13.18162537,2.194816828,TRUE,4000,4846,1473.75,524,315,16.13492775,2.234436274,TRUE,0,109,100.5,188,99.75,0.096371889,0.155004278,TRUE,500,860,281.25,186,122.25,9.084773064,2.452755451,TRUE,500,821,250.5,188,97.5,6.30386734,1.199925303,TRUE,500,830,279.75,216,123.75,5.96746254,1.208565474,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,57,73.98685455,21.16846657,267,120.8000031,0,174,74.30000305,15.20228863,50,1.678160906,118,0.878070891,0.14421086,1.014370084,0.176090837,1.041410327,0.182335213,1.155225635,0.17898874,0,0,17.46214104,6.227992058,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,1.466399193,0.29725334,4,18,0.378319055,20.03725433,1.526366234,1168.199097,153.4805603,14.97583961,4.70111084,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1249,167.25,238,90.75,7.348505497,0.945407927,TRUE,1000,2697,300.75,327,122.25,11.70591164,1.268995523,TRUE,2000,5617,565.5,480,187.5,17.27008629,1.614613771,TRUE,4000,11173,1038,813,282,19.08662987,1.349606037,TRUE,0,118,70.5,259,73.5,0.256064683,0.075142175,TRUE,500,1648,207.75,332,108.75,6.452508926,0.658720315,TRUE,500,1598,217.5,303,117.75,7.454103947,0.868780136,TRUE,500,1579,216.75,292,114,7.652809143,0.908820629,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,58,337.7297363,29.14979553,3516,561,0,871,171.8000031,4.522368908,50,1.567164183,493,0.889689147,0.069982588,0.915411055,0.072195351,0.904085338,0.070712827,1.028911114,0.077676371,0,0,8.21368885,1.032945871,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,4.226258755,0.258667141,4,18,0.71919179,12.89669037,0.527009308,913.5221558,66.95134735,24.99967194,3.093518734,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,5376,500.25,1002,212.25,6.174116611,0.357565135,TRUE,1000,10710,984.75,1465,321.75,8.506998062,0.440124154,TRUE,2000,20338,1751.25,2130,458.25,11.11844254,0.521247447,TRUE,4000,32974,2979.75,3043,751.5,13.08932972,0.581847608,TRUE,0,493,221.25,998,215.25,0.347131729,0.038136058,TRUE,500,6445,640.5,1332,275.25,5.493044376,0.292390525,TRUE,500,6397,622.5,1279,257.25,5.651854515,0.302569985,TRUE,500,6739,648,1365,273.75,5.581928253,0.293440074,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,59,1069.96106,114.2026672,11646,1557.800049,0,1892,805.5,4.59836483,50,0.357822418,480,0.949038744,0.102581866,0.94082123,0.100696541,0.944625735,0.102978311,0.991341233,0.106213115,0,0,5.919173717,1.067303777,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,9.285043716,0.548557401,4,18,0.452343583,14.87878036,0.843034923,1138.358643,114.7046127,43.49813843,8.39328289,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,4242,698.25,1077,490.5,6.042114258,0.461339772,TRUE,1000,6601,876,1100,413.25,8.336974144,0.556862891,TRUE,2000,11994,1311.75,1450,569.25,12.12921524,0.746085763,TRUE,4000,21895,2070,2155,815.25,14.79808903,0.790146589,TRUE,0,480,295.5,605,269.25,0.549597859,0.093629211,TRUE,500,3270,493.5,761,276.75,5.734200478,0.438715875,TRUE,500,3096,447,682,216,5.684549332,0.426363319,TRUE,500,2909,372,677,232.5,5.707536697,0.444100589,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,60,415.4031067,41.62654114,3044,219,0,622,110.3000031,5.187933922,50,0.887459815,303,1.15934515,0.115710966,0.98758316,0.095394999,1.157428741,0.115799963,0.851845682,0.08548665,0,0,7.608006954,1.125596523,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,5.520812988,0.363849252,4,18,1.399969935,17.78084755,0.972325146,1193.748657,108.2857742,28.4859581,4.263327599,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,2958,201.75,552,93,6.004793167,0.407727212,TRUE,1000,5360,397.5,659,156.75,9.881521225,0.667204082,TRUE,2000,11074,687,916,261.75,15.87740707,0.9987005,TRUE,4000,20969,1201.5,1543,363,16.75211906,0.855778039,TRUE,0,303,126.75,529,109.5,0.420023829,0.055635985,TRUE,500,3250,256.5,577,147,6.96162796,0.509247839,TRUE,500,3078,273,593,120,5.930232525,0.407421529,TRUE,500,3127,228.75,552,135,6.950119972,0.510699868,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,61,103.7044983,40.65141296,436,177.8000031,0,316,99,9.103569984,50,2.648734093,433,1.217313409,0.256837308,0.81583041,0.158707157,0.63289839,0.115265571,0.670189321,0.139175028,0,0,-7.154989243,-10.39054871,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,1.189861774,0.159980774,4,18,2.614199638,15.56585789,2.119576216,1218.46875,248.167038,-6.811910152,9.462704659,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1883,559.5,482,280.5,6.568238258,0.919956028,TRUE,1000,3973,980.25,810,504,9.780065536,1.176177144,TRUE,2000,5857,1626.75,1265,901.5,11.63741398,1.48741734,TRUE,4000,9129,2859.75,1741,1333.5,15.3845396,2.066576719,TRUE,0,433,452.25,580,353.25,-0.085134484,0.123102129,TRUE,500,2755,936,766,538.5,7.995604515,1.261643291,TRUE,500,2235,812.25,741,475.5,5.358568668,0.723436534,TRUE,500,2129,741.75,837,503.25,4.157027245,0.483927667,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,65,97.42985535,24.0224762,446,128.3000031,0,261,80.30000305,9.918512344,50,1.214559436,105,1.066125393,0.142678156,1.0295223,0.139126301,1.226624846,0.176417723,0.965667129,0.125209406,0,0,6.057690144,3.105078936,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,1.758162737,0.225564808,4,18,0.868201852,26.98155403,2.464542627,1534.68042,209.6531372,6.147594452,3.076746464,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1795,173.25,316,92.25,7.249441147,0.713252068,TRUE,1000,3711,286.5,381,119.25,13.08559418,1.20318675,TRUE,2000,7718,568.5,573,175.5,17.98616409,1.377886772,TRUE,4000,14458,937.5,808,296.25,26.42270851,1.917702913,TRUE,0,105,78.75,312,66,0.106504053,0.052854687,TRUE,500,2250,198,372,106.5,7.728813648,0.701156378,TRUE,500,2149,208.5,371,111,7.463461399,0.691404402,TRUE,500,2067,208.5,317,108,8.892344475,0.932858169,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,66,92.69671631,21.51982117,382,122.3000031,0,236,70.5,10.26968193,50,1.788135648,146,1.219833493,0.139300108,1.178660154,0.134690404,1.257746577,0.149530306,0.966246724,0.106025666,0,0,12.62523556,3.337060213,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,1.569184303,0.215273559,4,18,1.325785637,22.825737,1.654525399,1482.109863,164.3485107,13.02676964,3.079523563,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1871,161.25,364,76.5,5.946782589,0.498586804,TRUE,1000,4176,305.25,479,117,10.69254112,0.819141805,TRUE,2000,9079,539.25,733,203.25,16.12176704,1.085785389,TRUE,4000,18480,1014.75,1096,302.25,22.00478745,1.285497069,TRUE,0,146,78.75,433,93.75,0.198113203,0.04475899,TRUE,500,2789,213.75,463,108,7.254084587,0.562429786,TRUE,500,2632,203.25,444,97.5,7.009235382,0.544252515,TRUE,500,2519,215.25,422,114,7.479545593,0.630452633,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,68,408.2731018,43.74085999,2026,177,0,476,102,6.284844398,50,1.857142806,212,1.07203424,0.090643339,1.089706779,0.093012899,1.087388992,0.093049176,1.016485095,0.083984219,0,0,3.207541704,0.642878354,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,4.94385004,0.377528995,4,18,0.723685682,11.88425922,0.4959355,778.6101074,61.16762924,10.50738525,2.052460432,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,3717,246,784,150,5.474763393,0.337672532,TRUE,1000,7658,462,1092,201,8.076318741,0.440140128,TRUE,2000,13026,806.25,1397,274.5,10.88614655,0.556515455,TRUE,4000,18767,1220.25,1849,402,12.12626076,0.586715877,TRUE,0,212,114,726,108,0.158576056,0.029385671,TRUE,500,4773,333,926,169.5,5.869133949,0.33944574,TRUE,500,4653,315.75,907,180,5.96588707,0.35201019,TRUE,500,4547,311.25,884,172.5,5.953197479,0.353113025,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
TRUE,TRUE,SG-J1505-19-34-38-SuK-AD-225-BG.binx,13,69,512.987854,85.09562683,1241,159,0,254,93.80000305,11.24202251,50,1.043307066,115,0.920471668,0.153770328,1.113933563,0.202011183,0.889661551,0.153984487,1.210176945,0.196322232,0,0,1.575097442,1.261664033,-1,-1,-1,-1,-1,-1,-1,-1,5,16,40,55,6.754057407,0.828582585,4,18,0.864928961,20.14553261,1.776981592,1272.718506,183.491394,6.753293991,5.441797256,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,TRUE,500,1138,153.75,233,90,6.882517338,0.903656721,TRUE,1000,2352,246.75,297,135,12.99506187,1.694217443,TRUE,2000,4896,499.5,475,177,14.75335598,1.349460363,TRUE,4000,9746,849,741,293.25,19.87268257,1.561695337,TRUE,0,115,97.5,241,76.5,0.106382981,0.084208161,TRUE,500,1439,168.75,280,79.5,6.335162163,0.654355049,TRUE,500,1417,200.25,260,101.25,7.666666985,0.959056675,TRUE,500,1251,156.75,265,86.25,6.123111248,0.6905393,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FALSE,NAN,NAN,NAN,NAN,NAN,NAN,NAN
